,model,temp,qdot,qbo
70,LMDZrepro,0.06042955352671293,0.047235701138442956,0.011618958098970658
71,LMDZrepro,0.06282265280127214,0.0690983978506981,0.02219432462558952
72,LMDZrepro,0.08431055547139947,0.01680618744378716,0.001598892098601767
73,LMDZrepro,0.03975022998435233,0.0567169522962985,0.010853764923202837
74,LMDZrepro,0.10109616924743434,0.025571454784538084,0.003607528965308784
75,LMDZrepro,0.20200913712658933,0.0028880555969193833,0.006482299853452332
76,LMDZrepro,0.17600059064890541,0.04320818412648519,0.035865280959586326
77,LMDZrepro,0.18086564301239375,0.14793177431091514,0.07383911694781778
78,LMDZrepro,0.32855622471910884,0.07399088770457,0.020129167509886275
79,LMDZrepro,0.09441675038788026,0.394256363676537,0.05245849974838772
80,MRI,0.12434232638163972,0.2190483422558235,0.03503746410720233
81,MRI,0.15144173354408844,0.1351412846711974,0.036935040137060456
82,MRI,0.17664552133741815,0.18463629717211397,0.02581643634328115
83,MRI,0.05832632038543559,0.18339450182613565,0.06572432832038069
84,MRI,0.06381037182210963,0.2461660899694492,0.07214588718864184
85,MRI,0.009772619886490348,0.22434525574775124,0.008681373700441104
86,MRI,0.09286072207449753,0.23898579626409613,0.06165110387684793
87,MRI,0.03350443021438708,0.24539762887959918,0.05519430471640562
88,MRI,0.05183835959693612,0.19003530934089546,0.0631945197392956
89,MRI,0.05410017820669128,0.18677090922193518,0.13655910146177527
90,MRI-ESM1r1,0.02985926310140267,0.10595256118299251,0.034183686726268946
91,MRI-ESM1r1,0.02651910718658222,0.1178616186595776,0.01844097441774321
92,MRI-ESM1r1,0.014999958334022411,0.1586309165000574,0.02247779203708354
93,MRI-ESM1r1,0.05294067197576482,0.16651798549020305,0.038021498848929344
94,MRI-ESM1r1,0.06574827331207513,0.10076706261154612,0.07121161814793361
95,MRI-ESM1r1,0.08895340226451422,0.08644629237115868,0.030347782008675866
96,MRI-ESM1r1,0.04744871893392111,0.18346405240805533,0.017194579012792116
97,MRI-ESM1r1,0.0498065070919684,0.16339768190564183,0.0009513580069658862
98,MRI-ESM1r1,0.007521209021174724,0.1253040089850998,0.03647471921054009
99,MRI-ESM1r1,0.02499657769589896,0.19629228590720466,0.011053089908006044
100,NIWA-UKCA,0.012791804511246098,0.08921377962805634,0.03563693288634476
101,NIWA-UKCA,0.016300762499376717,0.06376885372439751,0.03758919839728742
102,NIWA-UKCA,0.008607809394434066,0.0435765381393823,0.046140171918493206
103,NIWA-UKCA,0.03334281701706548,0.07412186964086455,0.011174909251574567
104,NIWA-UKCA,0.02876533659185566,0.06901496381179441,0.03405875332568951
105,NIWA-UKCA,0.0320769074588055,0.12733538276632678,0.007944247432731878
106,NIWA-UKCA,0.026582239341693025,0.12445739969400336,0.004407235235209925
107,NIWA-UKCA,0.02413848945503287,0.19437348689190817,0.017391795116936004
108,NIWA-UKCA,0.011323899867785783,0.1971542854812703,0.015395771842215964
109,NIWA-UKCA,0.012434994786511163,0.14226489054908947,0.07641494197107358
110,WACCM,0.026764819975145526,0.00870852706085921,0.013021597422361872
111,WACCM,0.011213200502537648,0.0020144644288185303,0.022325920632899884
112,WACCM,0.03152922129177697,0.013213695521455505,0.017267722960997108
113,WACCM,0.050481098347579974,0.008006959490861599,0.008229172515555971
114,WACCM,0.014129476182969343,0.0059566636024536235,0.03086013966964686
115,WACCM,0.04134856549347862,0.0018318835763280665,0.030274471381971094
116,WACCM,0.05017576503703157,0.006192011923104681,0.030683444046634582
117,WACCM,0.005500159319655048,0.02193675515484675,0.07135044888953515
118,WACCM,0.023111294997537363,0.026135488272916663,0.0028408132688736484
119,WACCM,0.006698016211033748,0.019693974694063934,0.034739390045255426
